,Title,Type,Source,Episodes,Status,Started At,Ended At,Duration in Minutes,Rating,Score,Scored By,Score Rank,Popularity Rank,Members,Favorites,Season,Year,Genre,Theme,Demographic
4173,Code Geass: Hangyaku no Lelouch R2 Picture Drama,Special,Original,9.0,Finished Airing,2008-08-22,2009-04-24,5,PG-13 - Teens 13 or older,7.06,15542,3907.0,3583,38021,99,,,"['Comedy', 'Ecchi']",[],[]
4174,Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,Special,Light novel,1.0,Finished Airing,2013-08-28,,12,PG-13 - Teens 13 or older,7.06,10633,3877.0,4342,25281,19,,,"['Action', 'Sci-Fi']",['Super Power'],[]
4175,Shakugan no Shana-tan,Special,Light novel,4.0,Finished Airing,2006-01-25,2007-04-04,6,PG-13 - Teens 13 or older,7.06,17907,3894.0,3734,34757,23,,,['Comedy'],['Parody'],[]
4176,Otoko Ippiki Gaki Daishou,TV,Unknown,156.0,Finished Airing,1969-09-29,1970-03-28,10,PG-13 - Teens 13 or older,7.06,254,3886.0,12413,1290,2,fall,1969.0,"['Action', 'Drama']",['Delinquents'],['Shounen']
4177,Gakuen Utopia Manabi Straight!: Natsu da! Manabi da! Kyouka Gasshuku da!,Special,Original,1.0,Finished Airing,2007-10-10,,24,G - All Ages,7.06,3497,3916.0,7281,7009,2,,,"['Comedy', 'Sci-Fi', 'Slice of Life']","['CGDCT', 'School']",[]
4178,Riding Bean,OVA,Manga,1.0,Finished Airing,1989-02-22,,46,R+ - Mild Nudity,7.06,10407,3889.0,4539,22702,78,,,['Action'],"['Detective', 'Racing']",['Seinen']
4179,Nasu: Suitcase no Wataridori,OVA,Manga,1.0,Finished Airing,2007-10-24,,54,PG-13 - Teens 13 or older,7.06,1753,3882.0,9008,4012,4,,,['Sports'],['Racing'],['Seinen']
4180,Ling Long: Incarnation Special,ONA,Original,1.0,Finished Airing,2021-05-15,,42,R - 17+ (violence & profanity),7.06,559,3879.0,12584,1218,6,,,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Suspense']",[],[]
4181,Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,Movie,Manga,1.0,Finished Airing,1991-07-20,,46,PG-13 - Teens 13 or older,7.06,93868,3912.0,1532,148244,87,,,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",[],['Shounen']
4182,Street Fighter II V,TV,Game,29.0,Finished Airing,1995-04-10,1995-11-27,24,PG-13 - Teens 13 or older,7.06,15078,3897.0,4165,27615,115,spring,1995.0,"['Action', 'Adventure', 'Drama', 'Mystery']",[],[]
4183,Doubutsu no Mori,Movie,Game,1.0,Finished Airing,2006-12-16,,87,G - All Ages,7.06,13478,3911.0,4257,26462,166,,,['Slice of Life'],['Anthropomorphic'],['Kids']
4184,One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,TV Special,Manga,1.0,Finished Airing,1999-12-22,,24,PG-13 - Teens 13 or older,7.06,7189,3884.0,4981,18334,11,,,"['Action', 'Adventure', 'Fantasy']",[],['Shounen']
4185,Saishuu Heiki Kanojo: Another Love Song,OVA,Manga,2.0,Finished Airing,2005-08-05,2005-09-09,30,R+ - Mild Nudity,7.06,8325,3891.0,4989,18295,18,,,"['Drama', 'Romance', 'Sci-Fi']",[],['Seinen']
4186,Digimon X-Evolution,Movie,Game,1.0,Finished Airing,2005-01-03,,80,PG - Children,7.06,11357,3908.0,4681,21166,48,,,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",[],[]
4187,Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,Movie,Light novel,1.0,Finished Airing,1996-12-14,,95,PG-13 - Teens 13 or older,7.06,1369,3876.0,9292,3640,7,,,['Mystery'],['School'],['Shounen']
4188,Hello! Sandybell,TV,Original,47.0,Finished Airing,1981-03-06,1982-02-26,25,G - All Ages,7.06,2953,3918.0,7575,6395,31,spring,1981.0,"['Adventure', 'Romance']",[],[]
4189,Escaflowne,Movie,Original,1.0,Finished Airing,2000-06-24,,97,PG-13 - Teens 13 or older,7.06,31629,3913.0,2562,70184,210,,,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']","['Isekai', 'Mecha']",[]
4190,Kidou Senshi Z Gundam III: Hoshi no Kodou wa Ai,Movie,Original,1.0,Finished Airing,2006-03-04,,100,PG-13 - Teens 13 or older,7.06,5413,3883.0,5971,11486,8,,,"['Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']",[]
4191,Dirty Pair: The Movie,Movie,Light novel,1.0,Finished Airing,1987-03-14,,81,PG-13 - Teens 13 or older,7.06,3861,3909.0,6228,10317,40,,,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",[],[]
4192,Negima!? Haru Special!?,OVA,Manga,1.0,Finished Airing,2006-10-25,,24,PG-13 - Teens 13 or older,7.06,9425,3891.0,4802,20117,13,,,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']","['Harem', 'Super Power']",['Shounen']
4193,Ginga Tetsudou Monogatari,TV,Original,26.0,Finished Airing,2003-10-05,2004-04-11,24,PG-13 - Teens 13 or older,7.06,3302,3917.0,5746,12573,48,fall,2003.0,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",['Space'],[]
4194,Kanon,TV,Visual novel,13.0,Finished Airing,2002-01-31,2002-03-28,24,G - All Ages,7.06,27186,3874.0,2656,65820,222,winter,2002.0,"['Drama', 'Romance', 'Supernatural']",[],[]
4195,Yuugo: Koushounin,TV,Manga,13.0,Finished Airing,2004-02-25,2004-05-26,24,R - 17+ (violence & profanity),7.06,3674,3902.0,5712,12849,33,winter,2004.0,"['Action', 'Drama', 'Mystery', 'Suspense']","['Military', 'Psychological']",['Seinen']
4196,Appleseed (Movie),Movie,Manga,1.0,Finished Airing,2004-04-17,,105,R - 17+ (violence & profanity),7.06,41692,3905.0,2477,73703,176,,,"['Action', 'Sci-Fi']","['Mecha', 'Military']",[]
4197,Zero kara Hajimeru Mahou no Sho,TV,Light novel,12.0,Finished Airing,2017-04-10,2017-06-26,24,PG-13 - Teens 13 or older,7.06,127328,3903.0,893,268077,621,spring,2017.0,"['Action', 'Adventure', 'Fantasy']",['Anthropomorphic'],[]
4198,Seirei Gensouki,TV,Light novel,12.0,Finished Airing,2021-07-06,2021-09-21,23,PG-13 - Teens 13 or older,7.06,185406,3893.0,648,358703,3172,summer,2021.0,"['Action', 'Adventure', 'Fantasy', 'Romance']","['Harem', 'Isekai', 'Reincarnation']",[]
4199,Bai Lian Cheng Shen 2nd Season,ONA,Web novel,52.0,Currently Airing,2023-12-08,,19,PG-13 - Teens 13 or older,7.05,110,3924.0,14968,615,4,,,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",[]
4200,Bucchigiri?!,TV,Original,12.0,Currently Airing,2024-01-13,2024-04-06,24,PG-13 - Teens 13 or older,7.05,9506,3925.0,2788,60249,270,winter,2024.0,"['Comedy', 'Fantasy']","['Delinquents', 'School']",[]
4201,My Home Hero,TV,Manga,12.0,Finished Airing,2023-04-02,2023-06-18,23,R - 17+ (violence & profanity),7.05,43511,3949.0,1782,121948,415,spring,2023.0,"['Drama', 'Suspense']","['Adult Cast', 'Organized Crime']",['Seinen']
4202,Orient: Awajishima Gekitou-hen,TV,Manga,12.0,Finished Airing,2022-07-12,2022-09-27,23,PG-13 - Teens 13 or older,7.05,19447,3962.0,2966,53799,258,summer,2022.0,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Samurai']",['Shounen']
4203,Wu Shan Wu Xing,ONA,Original,1.0,Finished Airing,2016-12-31,,5,PG-13 - Teens 13 or older,7.05,600,3947.0,9889,2968,7,,,"['Action', 'Fantasy']",[],[]
4204,Amanee!: Tomodachinchi de Konna Koto ni Naru Nante!,OVA,Manga,1.0,Finished Airing,2013-12-20,,25,Rx - Hentai,7.05,7747,,5267,15785,100,,,['Hentai'],[],[]
4205,"Hetalia Axis Powers Movie: Paint it, White",Movie,Web manga,1.0,Finished Airing,2010-06-05,,80,PG-13 - Teens 13 or older,7.05,33530,3936.0,2811,59262,205,,,['Comedy'],"['Historical', 'Parody']",[]
4206,Gotou ni Naritai.,Movie,Novel,1.0,Finished Airing,1995-10-10,,74,G - All Ages,7.05,1079,3932.0,9847,3018,5,,,"['Drama', 'Slice of Life']",['School'],[]
4207,"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de Arimasu!!",Movie,Manga,1.0,Finished Airing,2010-02-27,,74,PG - Children,7.05,1508,3951.0,9234,3704,5,,,['Comedy'],[],['Shounen']
4208,Haiyore! Nyaruko-san W: W ni Sayonara/Kono Onsen ni Koi no Konton wo,OVA,Light novel,1.0,Finished Airing,2014-04-01,,15,PG-13 - Teens 13 or older,7.05,17106,3934.0,3695,35457,24,,,"['Comedy', 'Ecchi']",['Parody'],[]
4209,Ao no Exorcist: Ura Ex,Special,Manga,10.0,Finished Airing,2011-06-22,2012-03-21,1,PG-13 - Teens 13 or older,7.05,38099,3923.0,2216,88595,48,,,['Comedy'],[],['Shounen']
4210,Osake wa Fuufu ni Natte kara: Yuzu Atsukan,ONA,Web manga,1.0,Finished Airing,2018-10-06,,3,PG-13 - Teens 13 or older,7.05,16000,3954.0,3834,32943,28,,,"['Comedy', 'Gourmet', 'Romance']",['Adult Cast'],[]
4211,Ookami to Koushinryou II: Holo no Short Anime,Special,Light novel,2.0,Finished Airing,2009-10-07,2009-11-04,3,PG-13 - Teens 13 or older,7.05,28930,3952.0,2780,60505,148,,,['Fantasy'],['Adult Cast'],[]
4212,Kyoukai no Rinne 3rd Season,TV,Manga,25.0,Finished Airing,2017-04-08,2017-09-23,24,PG-13 - Teens 13 or older,7.05,7700,3953.0,4522,22936,19,spring,2017.0,"['Comedy', 'Supernatural']","['Mythology', 'School']",['Shounen']
4213,Seihou Bukyou Outlaw Star Specials,Special,Manga,2.0,Finished Airing,1998-12-18,1999-04-25,25,R+ - Mild Nudity,7.05,3576,3959.0,7030,7678,3,,,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Ecchi']",[],[]
4214,Gundam Build Divers Re:Rise,ONA,Original,13.0,Finished Airing,2019-10-10,2019-12-26,24,PG-13 - Teens 13 or older,7.05,7486,3933.0,5208,16228,57,,,"['Action', 'Sci-Fi']",['Mecha'],[]
4215,Popolocrois Monogatari,TV,Game,25.0,Finished Airing,1998-10-04,1999-03-28,23,PG - Children,7.05,1043,3955.0,9333,3580,18,fall,1998.0,"['Adventure', 'Fantasy']",[],[]
4216,Nisekoi: OVA,OVA,Manga,2.0,Finished Airing,2016-01-04,,13,PG-13 - Teens 13 or older,7.05,51676,3951.0,2079,97613,66,,,"['Comedy', 'Romance']","['Harem', 'Parody']",['Shounen']
4217,7 Seeds 2nd Season,ONA,Manga,12.0,Finished Airing,2020-03-26,,24,R+ - Mild Nudity,7.05,36729,3921.0,2671,65069,112,,,"['Adventure', 'Drama', 'Mystery', 'Romance', 'Sci-Fi', 'Suspense']","['Psychological', 'Survival', 'Time Travel']",['Shoujo']
4218,Juan Siliang,ONA,Original,15.0,Finished Airing,2021-06-14,2021-09-13,20,PG-13 - Teens 13 or older,7.05,793,3938.0,10753,2267,49,,,"['Action', 'Fantasy']",[],[]
4219,Tales of Symphonia The Animation: Tethe'alla-hen Specials,Special,Game,4.0,Finished Airing,2010-03-25,2011-02-25,6,G - All Ages,7.05,2978,3958.0,6940,7958,6,,,['Comedy'],[],[]
4220,Momokuri,ONA,Web manga,26.0,Finished Airing,2015-12-24,2016-02-04,12,PG-13 - Teens 13 or older,7.05,39653,3948.0,1973,105754,323,,,"['Comedy', 'Romance']",['School'],[]
4221,Versailles no Bara to Onna-tachi,Special,Manga,1.0,Finished Airing,1980-09-10,,24,PG-13 - Teens 13 or older,7.05,1334,3966.0,9106,3869,36,,,['Drama'],['Historical'],['Shoujo']
4222,Tokyo Majin Gakuen Kenpucho: Tou,TV,Game,14.0,Finished Airing,2007-01-19,2007-04-20,24,R - 17+ (violence & profanity),7.05,27652,3963.0,2130,94435,304,winter,2007.0,"['Action', 'Drama', 'Horror', 'Supernatural']","['Martial Arts', 'School']",[]
4223,Kannagi: Moshimo Kannagi ga Attara...,Special,Manga,1.0,Finished Airing,2009-05-27,,23,PG-13 - Teens 13 or older,7.05,18580,3939.0,3773,33801,9,,,"['Comedy', 'Supernatural']","['School', 'Visual Arts']",['Shounen']
4224,Holy Knight Light,ONA,Game,1.0,Finished Airing,2020-12-26,,9,PG-13 - Teens 13 or older,7.05,2728,3935.0,8448,4884,15,,,"['Action', 'Fantasy']",[],[]
4225,Toaru Kagaku no Railgun S: Motto Marutto Railgun,Special,Manga,2.0,Finished Airing,2013-07-24,2013-11-27,9,PG-13 - Teens 13 or older,7.05,14448,3959.0,3721,34992,36,,,['Comedy'],[],[]
4226,Mashin Eiyuuden Wataru,TV,Original,45.0,Finished Airing,1988-04-15,1989-03-31,24,G - All Ages,7.05,894,3956.0,9746,3124,12,spring,1988.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']","['Isekai', 'Mecha']",[]
4227,Giniro no Kami no Agito,Movie,Original,1.0,Finished Airing,2006-01-07,,95,PG-13 - Teens 13 or older,7.05,35774,3932.0,2479,73556,198,,,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']",[],[]
4228,Usavich II,TV,Original,13.0,Finished Airing,2007-10-08,2008-01-15,1,PG-13 - Teens 13 or older,7.05,3215,3964.0,8312,5077,2,fall,2007.0,"['Adventure', 'Comedy']",[],[]
4229,Midori no Makibao,TV,Manga,61.0,Finished Airing,1996-03-09,1997-07-12,24,G - All Ages,7.05,991,3947.0,10854,2197,24,spring,1996.0,['Comedy'],['Racing'],['Shounen']
4230,Chou Mashin Eiyuuden Wataru,TV,Unknown,51.0,Finished Airing,1997-10-02,1998-09-24,24,G - All Ages,7.05,621,3926.0,11137,1997,11,fall,1997.0,"['Action', 'Adventure', 'Comedy']",['Mecha'],[]
4231,Kiddy Grade: Truth Dawn,Movie,Original,1.0,Finished Airing,2007-09-01,,90,PG-13 - Teens 13 or older,7.05,1284,3941.0,8560,4709,6,,,"['Action', 'Sci-Fi']","['Mecha', 'Space', 'Super Power']",[]
4232,Fortune Quest L,TV,Novel,26.0,Finished Airing,1997-10-18,1998-05-23,23,PG-13 - Teens 13 or older,7.05,658,3930.0,10563,2402,8,fall,1997.0,"['Adventure', 'Comedy', 'Fantasy']",[],[]
4233,Densetsu Kyojin Ideon,TV,Original,39.0,Finished Airing,1980-05-08,1981-01-30,25,PG-13 - Teens 13 or older,7.05,4078,3928.0,5081,17353,125,spring,1980.0,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Space']",[]
4234,Digimon Tamers: Bousou Digimon Tokkyuu,Movie,Original,1.0,Finished Airing,2002-03-02,,30,PG - Children,7.05,13099,3928.0,4321,25598,11,,,"['Adventure', 'Comedy', 'Sci-Fi']",[],[]
4235,Mahou Shoujo-tai Arusu,TV,Original,40.0,Finished Airing,2004-04-09,2005-03-04,9,PG-13 - Teens 13 or older,7.05,6646,3945.0,3990,30387,84,spring,2004.0,"['Adventure', 'Comedy', 'Fantasy']",['Isekai'],[]
4236,Ai no Kusabi,OVA,Light novel,2.0,Finished Airing,1992-08-01,1994-05-01,54,R+ - Mild Nudity,7.05,19602,,3568,38206,408,,,"['Boys Love', 'Drama', 'Sci-Fi', 'Erotica']",[],[]
4237,Otogi Juushi Akazukin,TV,Original,39.0,Finished Airing,2006-07-01,2007-03-31,24,PG-13 - Teens 13 or older,7.05,1899,3955.0,7048,7626,24,summer,2006.0,"['Adventure', 'Comedy', 'Fantasy']",[],[]
4238,Quanzhi Fashi VI,ONA,Web novel,12.0,Finished Airing,2023-06-02,2023-08-11,23,PG-13 - Teens 13 or older,7.05,3148,3955.0,5152,16758,143,,,"['Action', 'Fantasy']",['School'],[]
4239,Obey Me!: Makai Dai Ryokou!,Special,Game,1.0,Finished Airing,2021-04-02,,3,PG-13 - Teens 13 or older,7.05,2547,3950.0,8234,5213,25,,,"['Comedy', 'Fantasy']",['Mythology'],[]
4240,Armitage III: Poly-Matrix,Movie,Original,1.0,Finished Airing,1996-04-20,,92,R+ - Mild Nudity,7.05,7624,3923.0,5306,15443,38,,,"['Action', 'Mystery', 'Romance', 'Sci-Fi']","['Detective', 'Mecha', 'Military']",[]
4241,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,OVA,Light novel,1.0,Finished Airing,2016-12-07,,24,PG-13 - Teens 13 or older,7.05,93924,3929.0,1334,176303,141,,,"['Adventure', 'Comedy', 'Fantasy', 'Ecchi']",[],[]
4242,Sasameki Koto,TV,Manga,13.0,Finished Airing,2009-10-08,2009-12-31,24,PG-13 - Teens 13 or older,7.05,26509,3958.0,2462,74275,309,fall,2009.0,"['Comedy', 'Girls Love']",['School'],['Seinen']
4243,Manie-Manie: Meikyuu Monogatari,Movie,Novel,3.0,Finished Airing,1987-09-25,,16,PG-13 - Teens 13 or older,7.05,12630,3946.0,3768,33891,128,,,"['Adventure', 'Fantasy', 'Horror', 'Sci-Fi', 'Supernatural']",[],[]
4244,Urusei Yatsura Movie 1: Only You,Movie,Manga,1.0,Finished Airing,1983-02-13,,102,PG-13 - Teens 13 or older,7.05,5599,3965.0,5805,12292,13,,,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']",[],['Shounen']
4245,Zettai Muteki Raijin-Oh,TV,Original,51.0,Finished Airing,1991-04-03,1992-03-25,24,G - All Ages,7.05,676,3969.0,10823,2215,7,spring,1991.0,"['Adventure', 'Sci-Fi']","['Mecha', 'School']",[]
4246,Trinity Seven,TV,Manga,12.0,Finished Airing,2014-10-08,2014-12-24,24,PG-13 - Teens 13 or older,7.05,459572,3964.0,212,835798,3816,fall,2014.0,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']","['Harem', 'School']",['Shounen']
4247,Sora no Manimani,TV,Manga,12.0,Finished Airing,2009-07-07,2009-09-22,24,PG-13 - Teens 13 or older,7.05,17378,3939.0,3321,43429,66,summer,2009.0,"['Comedy', 'Romance']",['School'],['Seinen']
4248,Inou-Battle wa Nichijou-kei no Naka de,TV,Light novel,12.0,Finished Airing,2014-10-07,2014-12-23,24,PG-13 - Teens 13 or older,7.05,197602,3938.0,534,423570,922,fall,2014.0,"['Comedy', 'Supernatural']","['Harem', 'School', 'Super Power']",[]
4249,Great Pretender: Razbliuto,ONA,Original,,Currently Airing,2024-02-23,,22,R - 17+ (violence & profanity),7.04,2469,3994.0,4128,28081,80,,,"['Action', 'Adventure', 'Mystery']",['Adult Cast'],[]
4250,Houkago Shounen Hanako-kun,TV,Web manga,4.0,Finished Airing,2023-10-13,2023-11-03,10,PG-13 - Teens 13 or older,7.04,14011,3999.0,2924,55139,373,fall,2023.0,"['Comedy', 'Supernatural']","['Parody', 'School']",[]
4251,Kanojo mo Kanojo Season 2,TV,Manga,12.0,Finished Airing,2023-10-07,2023-12-23,24,PG-13 - Teens 13 or older,7.04,34135,4001.0,2219,88424,344,fall,2023.0,"['Comedy', 'Romance']","['Harem', 'School']",['Shounen']
4252,Zhe Tian,ONA,Web novel,52.0,Currently Airing,2023-05-03,,18,PG-13 - Teens 13 or older,7.04,264,3979.0,12245,1358,16,,,"['Action', 'Adventure', 'Sci-Fi']",[],[]
4253,Gundam: G no Reconguista Movie V - Shisen wo Koete,Movie,Original,1.0,Finished Airing,2022-08-05,,95,PG-13 - Teens 13 or older,7.04,558,3994.0,10994,2099,4,,,"['Action', 'Sci-Fi']","['Mecha', 'Space']",[]
4254,Kyonyuu Daikazoku Saimin,OVA,Visual novel,2.0,Finished Airing,2017-12-01,2018-01-26,15,Rx - Hentai,7.04,4030,,6188,10495,28,,,['Hentai'],[],[]
4255,Tsunpri,OVA,Light novel,1.0,Finished Airing,2015-12-25,,27,Rx - Hentai,7.04,3775,,6511,9329,52,,,"['Fantasy', 'Hentai']",[],[]
4256,.hack//The Movie: Sekai no Mukou ni,Movie,Game,1.0,Finished Airing,2012-01-21,,110,PG-13 - Teens 13 or older,7.04,7529,3982.0,4977,18367,24,,,"['Action', 'Adventure', 'Fantasy', 'Mystery', 'Sci-Fi']",['Video Game'],[]
4257,Boku to Joi no Shinsatsu Nisshi The Animation,OVA,Visual novel,1.0,Finished Airing,2019-12-20,,23,Rx - Hentai,7.04,3859,,6805,8359,35,,,['Hentai'],[],[]
4258,Fault!!,OVA,Visual novel,3.0,Finished Airing,2009-11-20,2011-05-20,29,Rx - Hentai,7.04,10166,,4382,24772,141,,,['Hentai'],[],[]
4259,Kafun Shoujo Chuuihou! The Animation,OVA,Manga,4.0,Finished Airing,2008-03-28,2012-06-29,28,Rx - Hentai,7.04,4994,,5587,13588,85,,,['Hentai'],[],[]
4260,Jashin-chan Dropkick,TV,Web manga,11.0,Finished Airing,2018-07-10,2018-09-17,23,PG-13 - Teens 13 or older,7.04,43242,4001.0,1767,123153,469,summer,2018.0,"['Comedy', 'Supernatural']","['CGDCT', 'Gag Humor', 'Mythology']",[]
4261,Mazinkaiser SKL,OVA,Manga,3.0,Finished Airing,2010-11-27,2011-04-07,26,R - 17+ (violence & profanity),7.04,5728,3975.0,5866,11950,51,,,['Action'],['Mecha'],['Shounen']
4262,Reikenzan: Hoshikuzu-tachi no Utage,TV,Light novel,12.0,Finished Airing,2016-01-09,2016-03-26,24,PG-13 - Teens 13 or older,7.04,37645,4014.0,2117,95146,190,winter,2016.0,"['Comedy', 'Fantasy']",[],[]
4263,Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,OVA,4-koma manga,2.0,Finished Airing,2015-03-23,2016-06-22,24,PG-13 - Teens 13 or older,7.04,3698,3992.0,6900,8106,4,,,"['Comedy', 'Slice of Life']",['Idols (Female)'],[]
4264,Sekai Seifuku: Bouryaku no Zvezda,TV,Original,12.0,Finished Airing,2014-01-12,2014-03-30,24,PG-13 - Teens 13 or older,7.04,54800,4021.0,1552,145355,346,winter,2014.0,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",['Super Power'],[]
4265,Yuri Kuma Arashi,TV,Original,12.0,Finished Airing,2015-01-06,2015-03-31,24,R - 17+ (violence & profanity),7.04,34398,3980.0,2030,101723,749,winter,2015.0,"['Avant Garde', 'Drama', 'Fantasy', 'Girls Love', 'Ecchi']","['Anthropomorphic', 'Psychological', 'School']",[]
4266,Sore ga Seiyuu!,TV,Web manga,13.0,Finished Airing,2015-07-07,2015-09-29,23,PG-13 - Teens 13 or older,7.04,18808,3971.0,2957,54099,87,summer,2015.0,"['Comedy', 'Slice of Life']","['Showbiz', 'Workplace']",[]
4267,All Out!!,TV,Manga,25.0,Finished Airing,2016-10-07,2017-03-31,24,PG-13 - Teens 13 or older,7.04,49796,3983.0,1894,111953,378,fall,2016.0,['Sports'],"['School', 'Team Sports']",['Seinen']
4268,Otsukimi Recital,Music,Mixed media,1.0,Finished Airing,2013-07-02,,3,PG-13 - Teens 13 or older,7.04,2110,,8554,4717,7,,,[],"['Music', 'Psychological']",[]
4269,Mahoromatic: Tadaima Okaeri,TV Special,Manga,2.0,Finished Airing,2009-10-17,2009-10-24,24,R+ - Mild Nudity,7.04,4132,4004.0,6349,9884,4,,,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",[],['Seinen']
4270,Aishen Qiaokeli-ing...II,ONA,Web manga,15.0,Finished Airing,2017-12-21,2018-04-05,19,PG-13 - Teens 13 or older,7.04,13984,3993.0,3659,36337,104,,,"['Comedy', 'Romance']","['Harem', 'School']",[]
4271,Seikimatsu Occult Gakuin,TV,Original,13.0,Finished Airing,2010-07-06,2010-09-28,24,R - 17+ (violence & profanity),7.04,42742,3986.0,2002,103718,191,summer,2010.0,"['Comedy', 'Mystery', 'Sci-Fi', 'Supernatural']","['School', 'Time Travel']",[]
4272,Sumikko Gurashi Movie 1: Tobidasu Ehon to Himitsu no Ko,Movie,Other,1.0,Finished Airing,2019-11-08,,65,G - All Ages,7.04,599,3975.0,11522,1752,13,,,['Comedy'],[],[]
4273,Gudetama,TV,Original,,Currently Airing,2014-03-31,,1,G - All Ages,7.04,2563,3993.0,5710,12874,60,spring,2014.0,"['Comedy', 'Gourmet']",[],['Kids']
4274,Lucky☆Orb feat. Hatsune Miku,Music,Original,1.0,Finished Airing,2019-05-06,,5,G - All Ages,7.04,696,,12697,1177,1,,,[],['Music'],[]
4275,Shangri-La,TV,Novel,24.0,Finished Airing,2009-04-06,2009-09-14,23,PG-13 - Teens 13 or older,7.04,19965,3990.0,2744,61977,136,spring,2009.0,"['Action', 'Drama', 'Sci-Fi']",[],[]
4276,MEMORiES MELODiES,Music,Game,1.0,Finished Airing,2015-12-01,,5,G - All Ages,7.04,1580,,9366,3550,6,,,[],"['Idols (Male)', 'Music']",[]
4277,Yakushiji Ryouko no Kaiki Jikenbo,TV,Light novel,13.0,Finished Airing,2008-07-06,2008-09-28,23,PG-13 - Teens 13 or older,7.04,6040,3979.0,4881,19311,41,summer,2008.0,"['Mystery', 'Supernatural']",['Detective'],[]
4278,"Kokoro Magic ""A to Z""",Music,Other,1.0,Finished Airing,2019-10-30,,5,G - All Ages,7.04,1660,,9338,3578,2,,,[],"['Idols (Female)', 'Music']",[]
4279,Maiko-san Chi no Makanai-san,TV,Manga,12.0,Finished Airing,2021-02-25,2022-01-27,25,PG-13 - Teens 13 or older,7.04,4336,3974.0,4984,18315,68,winter,2021.0,"['Gourmet', 'Slice of Life']","['Educational', 'Iyashikei', 'Workplace']",['Shounen']
4280,3-gatsu no Lion meets Bump of Chicken,Music,Manga,1.0,Finished Airing,2014-11-28,,5,G - All Ages,7.04,7581,,5375,14904,19,,,['Drama'],['Music'],['Seinen']
4281,Tsuideni Tonchinkan,TV,Unknown,43.0,Finished Airing,1987-10-10,1988-10-01,25,G - All Ages,7.04,200,3978.0,13558,921,3,fall,1987.0,['Comedy'],['Gag Humor'],['Shounen']
4282,ef: A Tale of Memories. - Prologue,Special,Visual novel,1.0,Finished Airing,2007-08-24,,4,PG-13 - Teens 13 or older,7.04,12851,3991.0,3954,31144,17,,,['Drama'],['Music'],[]
4283,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama,Special,Original,1.0,Finished Airing,2013-12-25,,11,PG-13 - Teens 13 or older,7.04,5695,3989.0,5039,17819,49,,,"['Action', 'Comedy']",['Military'],[]
4284,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,Special,4-koma manga,1.0,Finished Airing,2014-03-19,,12,PG-13 - Teens 13 or older,7.04,24147,4009.0,3246,45213,13,,,"['Comedy', 'Romance']",[],[]
4285,Sekirei: Hajimete no Otsukai,Special,Manga,1.0,Finished Airing,2009-03-25,,10,R+ - Mild Nudity,7.04,30849,3989.0,2872,57010,52,,,['Comedy'],['Harem'],['Seinen']
4286,Kikoushi Enma,OVA,Manga,4.0,Finished Airing,2006-08-24,2007-03-23,40,R+ - Mild Nudity,7.04,7120,3970.0,4708,20933,43,,,"['Horror', 'Mystery', 'Supernatural']","['Detective', 'Gore', 'Mythology']",['Seinen']
4287,Umineko no Naku Koro ni,TV,Visual novel,26.0,Finished Airing,2009-07-02,2009-12-24,23,R - 17+ (violence & profanity),7.04,91964,3978.0,1082,220017,1961,summer,2009.0,"['Horror', 'Mystery', 'Supernatural', 'Suspense']","['Gore', 'Psychological']",[]
4288,Show By Rock!!,TV,Game,12.0,Finished Airing,2015-04-05,2015-06-21,24,PG-13 - Teens 13 or older,7.04,27615,4012.0,2262,85911,367,spring,2015.0,"['Comedy', 'Fantasy']","['Isekai', 'Music']",[]
